sequence,mesh terms,abstract
"[('adult', 'M01.060.116'), ('aged', 'M01.060.116.100.080'), ('fatigue', 'C23.888.369'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('middle aged', 'M01.060.116.630'), ('multiple sclerosis', 'C20.111.258.250.500.600'), ('patient selection', 'N04.590.731'), ('phototherapy', 'E02.774'), ('research design', 'H01.770.644.728'), ('severity of illness index', 'N06.850.520.308.980.438.475.364.500'), ('treatment outcome', 'N05.715.360.575.575.800'), ('young adult', 'M01.060.116.815')]","['Adult', 'Aged', 'Fatigue', 'Female', 'Humans', 'Male', 'Middle Aged', 'Multiple Sclerosis', 'Patient Selection', 'Phototherapy', 'Research Design', 'Severity of Illness Index', 'Treatment Outcome', 'Young Adult']","b'Postoperative complications, lagophthalmos and exposure keratopathy sometimes occur after surgery for congenital blepharoptosis. Bandage contact lenses (BCL) can help prevent some ocular surface disorders. The study aims to evaluate the efficacy and safety of BCL for protection of the ocular surface in children aged 5 to 11 years after frontalis muscle flap suspension for congenital blepharoptosis.'"
"[('adult', 'M01.060.116'), ('analgesics', 'D27.505.954.427.210.600.500'), ('dysmenorrhea', 'C23.888.592.612.944.500'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('ibuprofen', 'D02.241.223.701.430'), ('pain management', 'N04.590.607.500'), ('pain measurement', 'E01.370.600.550.324'), ('quality of life', 'N06.850.505.400.425.837'), ('single-blind method', 'N06.850.520.445.850'), ('transcutaneous electric nerve stimulation', 'E03.091.823'), ('treatment outcome', 'N05.715.360.575.575.800'), ('young adult', 'M01.060.116.815')]","['Adult', 'Analgesics, Non-Narcotic', 'Dysmenorrhea', 'Female', 'Humans', 'Ibuprofen', 'Pain Management', 'Pain Measurement', 'Quality of Life', 'Single-Blind Method', 'Transcutaneous Electric Nerve Stimulation', 'Treatment Outcome', 'Young Adult']",b'This study aimed to investigate the effect and safety of transcutaneous electrical nerve stimulation (TENS) therapy for relieving pain in women with primary dysmenorrhea (PD).'
"[('adult', 'M01.060.116'), ('analgesics', 'D27.505.954.427.210.600.500'), ('dysmenorrhea', 'C23.888.592.612.944.500'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('ibuprofen', 'D02.241.223.701.430'), ('pain management', 'N04.590.607.500'), ('pain measurement', 'E01.370.600.550.324'), ('quality of life', 'N06.850.505.400.425.837'), ('single-blind method', 'N06.850.520.445.850'), ('transcutaneous electric nerve stimulation', 'E03.091.823'), ('treatment outcome', 'N05.715.360.575.575.800'), ('young adult', 'M01.060.116.815')]","['Adult', 'Analgesics, Non-Narcotic', 'Dysmenorrhea', 'Female', 'Humans', 'Ibuprofen', 'Pain Management', 'Pain Measurement', 'Quality of Life', 'Single-Blind Method', 'Transcutaneous Electric Nerve Stimulation', 'Treatment Outcome', 'Young Adult']","b'For many years, first-line treatment for locally advanced or metastatic soft-tissue sarcoma has been doxorubicin. This study compared gemcitabine and docetaxel versus doxorubicin as first-line treatment for advanced or metastatic soft-tissue sarcoma.'"
"[('adenosine', 'D13.570.800.096'), ('aged', 'M01.060.116.100.080'), ('cause of death', 'N06.850.520.308.985.550.250'), ('dose-response relationship', 'N06.850.810.250.180'), ('electrocardiography', 'E01.370.520.500.230'), ('follow-up studies', 'N06.850.520.450.500.750.350'), ('global health', 'N01.400.337'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('middle aged', 'M01.060.116.630'), ('myocardial infarction', 'C14.907.585.500'), ('purinergic p2y receptor antagonists', 'D27.505.696.577.725.400.200.200'), ('survival rate', 'N06.850.520.308.985.550.900'), ('thrombolytic therapy', 'E02.319.913'), ('time factors', 'G01.910.857'), ('treatment outcome', 'N05.715.360.575.575.800')]","['Adenosine', 'Aged', 'Cause of Death', 'Dose-Response Relationship, Drug', 'Electrocardiography', 'Female', 'Follow-Up Studies', 'Global Health', 'Humans', 'Male', 'Middle Aged', 'Myocardial Infarction', 'Purinergic P2Y Receptor Antagonists', 'Survival Rate', 'Thrombolytic Therapy', 'Time Factors', 'Treatment Outcome']",b'Ticagrelor reduces ischemic risk in patients with prior myocardial infarction (MI). It remains unclear whether ischemic risk and the benefits of prolonged P2Y12 inhibition in this population remain consistent over time.'
"[('adenosine', 'D13.570.800.096'), ('aged', 'M01.060.116.100.080'), ('cause of death', 'N06.850.520.308.985.550.250'), ('dose-response relationship', 'N06.850.810.250.180'), ('electrocardiography', 'E01.370.520.500.230'), ('follow-up studies', 'N06.850.520.450.500.750.350'), ('global health', 'N01.400.337'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('middle aged', 'M01.060.116.630'), ('myocardial infarction', 'C14.907.585.500'), ('purinergic p2y receptor antagonists', 'D27.505.696.577.725.400.200.200'), ('survival rate', 'N06.850.520.308.985.550.900'), ('thrombolytic therapy', 'E02.319.913'), ('time factors', 'G01.910.857'), ('treatment outcome', 'N05.715.360.575.575.800')]","['Adenosine', 'Aged', 'Cause of Death', 'Dose-Response Relationship, Drug', 'Electrocardiography', 'Female', 'Follow-Up Studies', 'Global Health', 'Humans', 'Male', 'Middle Aged', 'Myocardial Infarction', 'Purinergic P2Y Receptor Antagonists', 'Survival Rate', 'Thrombolytic Therapy', 'Time Factors', 'Treatment Outcome']","b'Large trials using noninvasive mechanical ventilation to treat central apnea (CA) occurring at night (""sleep apnea"") in patients with systolic heart failure (HF) have failed to improve prognosis. The prevalence and prognostic value of CA during daytime and over an entire 24-h period are not well described.'"
"[('adult', 'M01.060.116'), ('aged', 'M01.060.116.100.080'), ('antigens', 'D23.529.374.750.030'), ('neoplasm', 'C23.550.727.700'), ('antineoplastic combined chemotherapy protocols', 'E02.319.310.037'), ('cancer vaccines', 'D20.215.894.200'), ('colorectal neoplasms', 'C18.452.284.255'), ('cyclophosphamide', 'D02.705.672.500.243'), ('disease-free survival', 'N06.850.520.830.998.300'), ('dose-response relationship', 'N06.850.810.250.180'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('immunotherapy', 'E05.478.550.600'), ('middle aged', 'M01.060.116.630'), ('t-lymphocytes', 'A15.382.490.555.567.569.500.700')]","['Adult', 'Aged', 'Antigens, Neoplasm', 'Antineoplastic Combined Chemotherapy Protocols', 'Cancer Vaccines', 'Colorectal Neoplasms', 'Cyclophosphamide', 'Disease-Free Survival', 'Dose-Response Relationship, Drug', 'Female', 'Humans', 'Immunotherapy', 'Male', 'Middle Aged', 'T-Lymphocytes']","b'The success of immunotherapy with checkpoint inhibitors is not replicated in most cases of colorectal cancer; therefore, different strategies are urgently required. The oncofetal antigen 5T4 is expressed in more than 90% of cases of metastatic colorectal cancer (mCRC). Preliminary data using modified vaccinia Ankara-5T4 (MVA-5T4) in mCRC demonstrated that it safely induced serologic and T-cell responses.'"
"[('adult', 'M01.060.116'), ('aged', 'M01.060.116.100.080'), ('antigens', 'D23.529.374.750.030'), ('neoplasm', 'C23.550.727.700'), ('antineoplastic combined chemotherapy protocols', 'E02.319.310.037'), ('cancer vaccines', 'D20.215.894.200'), ('colorectal neoplasms', 'C18.452.284.255'), ('cyclophosphamide', 'D02.705.672.500.243'), ('disease-free survival', 'N06.850.520.830.998.300'), ('dose-response relationship', 'N06.850.810.250.180'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('immunotherapy', 'E05.478.550.600'), ('middle aged', 'M01.060.116.630'), ('t-lymphocytes', 'A15.382.490.555.567.569.500.700')]","['Adult', 'Aged', 'Antigens, Neoplasm', 'Antineoplastic Combined Chemotherapy Protocols', 'Cancer Vaccines', 'Colorectal Neoplasms', 'Cyclophosphamide', 'Disease-Free Survival', 'Dose-Response Relationship, Drug', 'Female', 'Humans', 'Immunotherapy', 'Male', 'Middle Aged', 'T-Lymphocytes']",b'Hospitalization is potentially detrimental to nursing home patients and resource demanding for the specialist health care. This study assessed if a brief training program in administrating intravenous fluids and antibiotics in nursing homes could reduce hospital transfers and ensure high quality care locally.'
"[('aged', 'M01.060.116.100.080'), ('aged', 'M01.060.116.100.080'), ('exercise', 'I03.350'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('isometric contraction', 'G11.427.494.472'), ('knee joint', 'A02.835.583.475'), ('muscle fatigue', 'G11.427.550'), ('muscle strength', 'G11.427.560'), ('muscle', 'A10.690.552.500'), ('postural balance', 'G11.561.790.541.595'), ('walking', 'I03.450.642.845.940')]","['Aged', 'Aged, 80 and over', 'Exercise', 'Female', 'Humans', 'Isometric Contraction', 'Knee Joint', 'Muscle Fatigue', 'Muscle Strength', 'Muscle, Skeletal', 'Postural Balance', 'Walking']","b'Low muscle power, particularly at high velocities, has been linked to poor physical function in older adults. Any loss in muscle power following fatiguing exercise or daily activities could impact physical function and postural control until power has fully recovered. To test the overall hypothesis that a common task such as walking can result in prolonged power loss and decreased physical function and balance, 17 healthy older (66-81 years) women completed a 32-min walking test (32MWT) designed to induce neuromuscular fatigue, followed by 60min of recovery (60R). Fatigue and recovery of knee extensor muscle power (3 velocities) were quantified by dynamometry. Function was quantified by chair rise time and postural control by measures of center of pressure (COP) range (mm) and velocity (mm\xc2\xb7s-1) during quiet stance. Power declined at all velocities by 8-13% 2min following the 32MWT (p\xe2\x89\xa40.02) and remained depressed by 8-26% at 60R (p\xe2\x89\xa40.04). Postural control decreased following the 32MWT, indicated by increased COP range in the anterior-posterior (AP, p<0.01) direction and a trend in the medial-lateral (ML) direction (p = 0.09), and returned to baseline by 60R (p\xe2\x89\xa50.10). COP velocity was unchanged immediately following the 32MWT, but at 60R was lower in ML (p = 0.03) and tended to be reduced in AP (p = 0.07). Changes in high-velocity power (270\xc2\xb0\xc2\xb7s-1) were associated with altered postural control (p = 0.02) and chair rise performance (p\xe2\x89\xa40.03). These results provide evidence of long-duration neuromuscular changes following fatigue in healthy older women that may place them at increased risk for functional deficits during everyday mobility tasks.'"
"[('aged', 'M01.060.116.100.080'), ('aged', 'M01.060.116.100.080'), ('exercise', 'I03.350'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('isometric contraction', 'G11.427.494.472'), ('knee joint', 'A02.835.583.475'), ('muscle fatigue', 'G11.427.550'), ('muscle strength', 'G11.427.560'), ('muscle', 'A10.690.552.500'), ('postural balance', 'G11.561.790.541.595'), ('walking', 'I03.450.642.845.940')]","['Aged', 'Aged, 80 and over', 'Exercise', 'Female', 'Humans', 'Isometric Contraction', 'Knee Joint', 'Muscle Fatigue', 'Muscle Strength', 'Muscle, Skeletal', 'Postural Balance', 'Walking']","b'We aimed to evaluate perioperative outcomes in patients undergoing pancreaticoduodenectomy with or without a cardiac output goal directed therapy (GDT) algorithm. We conducted a multicentre randomised controlled trial in four high volume hepatobiliary-pancreatic surgery centres. We evaluated whether the additional impact of a intraoperative fluid optimisation algorithm would influence the amount of fluid delivered, reduce fluid related complications, and improve length of hospital stay. Fifty-two consecutive adult patients were recruited. The median (IQR) duration of surgery was 8.6 hours (7.1:9.6) in the GDT group vs. 7.8 hours (6.8:9.0) in the usual care group (p = 0.2). Intraoperative fluid balance was 1005mL (475:1873) in the GDT group vs. 3300mL (2474:3874) in the usual care group (p<0.0001). Total volume of fluid administered intraoperatively was also lower in the GDT group: 2050mL (1313:2700) vs. 4088mL (3400:4525), p<0.0001 and vasoactive medications were used more frequently. There were no significant differences in proportions of patients experiencing overall complications (p = 0.179); however, fewer complications occurred in the GDT group: 44 vs. 92 (Incidence Rate Ratio: 0.41; 95%CI 0.24 to 0.69, p = 0.001). Median (IQR) length of hospital stay was 9.5 days (IQR: 7.0, 14.3) in the GDT vs. 12.5 days in the usual care group (IQR: 9.0, 22.3) for an Incidence Rate Ratio 0.64 (95% CI 0.48 to 0.85, p = 0.002). In conclusion, using a surgery-specific, patient-specific goal directed restrictive fluid therapy algorithm in this cohort of patients, can justify using enough fluid without causing oedema, yet as little fluid as possible without causing hypovolaemia i.e. ""precision"" fluid therapy. Our findings support the use of a perioperative haemodynamic optimization plan that prioritizes preservation of cardiac output and organ perfusion pressure by judicious use of fluid therapy, rational use of vasoactive drugs and timely application of inotropic drugs. They also suggest the need for further larger studies to confirm its findings.'"
"[('adjuvants', 'D27.720.744.064'), ('adult', 'M01.060.116'), ('amides', 'D02.065'), ('anesthetics', 'D27.505.954.427.210.100.200'), ('clonidine', 'D03.383.129.308.436.500'), ('double-blind method', 'N06.850.520.445.300'), ('drug therapy', 'L01.313.500.750.100.710.180'), ('healthy volunteers', 'M01.955.236'), ('hemodynamics', 'G09.330.380'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('nerve block', 'E04.525.210.550'), ('pain threshold', 'G11.561.790.444.700'), ('peripheral nerves', 'A08.800.800'), ('young adult', 'M01.060.116.815')]","['Adjuvants, Pharmaceutic', 'Adult', 'Amides', 'Anesthetics, Local', 'Clonidine', 'Double-Blind Method', 'Drug Therapy, Combination', 'Female', 'Healthy Volunteers', 'Hemodynamics', 'Humans', 'Male', 'Nerve Block', 'Pain Threshold', 'Peripheral Nerves', 'Young Adult']","b'Clonidine used as an adjuvant to ropivacaine have been shown to prolong the duration of peripheral nerve blocks. The mechanism of action remains unclear. We hypothesized, that clonidine used as an adjuvant to ropivacaine extends the duration of an adductor canal block (ACB) by a peripheral mechanism, compared to ropivacaine alone when controlling for systemic effects.'"
"[('adjuvants', 'D27.720.744.064'), ('adult', 'M01.060.116'), ('amides', 'D02.065'), ('anesthetics', 'D27.505.954.427.210.100.200'), ('clonidine', 'D03.383.129.308.436.500'), ('double-blind method', 'N06.850.520.445.300'), ('drug therapy', 'L01.313.500.750.100.710.180'), ('healthy volunteers', 'M01.955.236'), ('hemodynamics', 'G09.330.380'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('nerve block', 'E04.525.210.550'), ('pain threshold', 'G11.561.790.444.700'), ('peripheral nerves', 'A08.800.800'), ('young adult', 'M01.060.116.815')]","['Adjuvants, Pharmaceutic', 'Adult', 'Amides', 'Anesthetics, Local', 'Clonidine', 'Double-Blind Method', 'Drug Therapy, Combination', 'Female', 'Healthy Volunteers', 'Hemodynamics', 'Humans', 'Male', 'Nerve Block', 'Pain Threshold', 'Peripheral Nerves', 'Young Adult']","b'Rather than relying solely on subjective pain evaluation using means such as the visual analogue scale (VAS), in clinical situations it is possible to observe evoked responses of the autonomic nervous system (ANS) as objective indicators. Few studies, however, have reported these relationships under finely controlled sedation. 16 healthy male participants were administrated in intravenous sedation with either propofol or midazolam randomly. We initially determined, using pharmacokinetic simulation, the effect-site concentration (Ce) of anaesthetic at loss of response to verbal command and eyelash reflex (Ce-LOR). Then subsequently adjusted Ce to 75%, 50%, and 25% of Ce-LOR to achieve deep, moderate, and light sedation. At awake control state and each sedation level, a noxious electrical stimulation was applied three times at the right forearm, an average pain intensity of the three stimuli was rated on a VAS (0-10). Changes in the peripheral perfusion index measured by oximetry were used as an indicator of ANS response. We analyzed the influence of sedation level on VAS and ANS responses compared to the awake control state. While ANS responses were similar in all conditions, VAS was statistically significantly lower in moderate (5.6\xc2\xb10.6, p <0.005) or deep (5.3\xc2\xb10.6, p <0.001) sedation than in the awake state (7.2\xc2\xb10.4). This study revealed that even when the ANS responds similarly to the same stimulation, subjective pain perception is attenuated by sedation. A cerebral mechanism other than that of the brainstem might determine subjective pain intensity.'"
