mesh terms,abstract,sequence
"['Adult', 'Aged', 'Anesthetics, Intravenous', 'Female', 'Humans', 'Intubation, Intratracheal', 'Laryngoscopy', 'Male', 'Middle Aged', 'Pain', 'Piperidines', 'Propofol', 'Prospective Studies', 'Video Recording']","b'We tested the hypotheses that supplementation of a diet with elemental Mg increases ruminal dissolved H2 (dH2) in rumen fluid, which in turn alters rumen fermentation and microbial community in goats. In a randomised block design, twenty growing goats were allocated to two treatments fed the same basal diet with 1\xc2\xb745 % Mg(OH)2 or 0\xc2\xb76 % elemental Mg. After 28 d of adaptation, we collected total faeces to measure total tract digestibility, rumen contents to analyse fermentation end products and microbial groups, and measured methane (CH4) emission using respiration chambers. Ruminal Mg2+ concentration was similar in both treatments. Elemental Mg supplementation increased dH2 at 2\xc2\xb75 h post morning feeding (+180 %, P<0\xc2\xb7001). Elemental Mg supplementation decreased total volatile fatty acid concentration (-8\xc2\xb76 %, P<0\xc2\xb7001), the acetate:propionate ratio (-11\xc2\xb78 %, P<0\xc2\xb703) and fungal copy numbers (-63\xc2\xb76 %, P=0\xc2\xb7006), and increased propionate molar percentage (+11\xc2\xb76 %, P<0\xc2\xb7001), methanogen copy numbers (+47\xc2\xb79 %, P<0\xc2\xb7001), dissolved CH4 (+35\xc2\xb76 %, P<0\xc2\xb7001) and CH4 emissions (+11\xc2\xb77 %, P=0\xc2\xb703), compared with Mg(OH)2 supplementation. The bacterial community composition in both treatments was overall similar. Ruminal dH2 was negatively correlated with acetate molar percentage and fungal copy numbers (P<0\xc2\xb705), and positively correlated with propionate molar percentage and methanogen copy numbers (P<0\xc2\xb705). In summary, elemental Mg supplementation increased ruminal dH2 concentration, which inhibited rumen fermentation, enhanced methanogenesis and seemed to shift fermentation pathways from acetate to propionate, and altered microbiota by decreasing fungi and increasing methanogens.'","[('adult', 'M01.060.116'), ('aged', 'M01.060.116.100.080'), ('anesthetics', 'D27.505.954.427.210.100.200'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('intubation', 'E05.497.578'), ('laryngoscopy', 'E04.580.373'), ('middle aged', 'M01.060.116.630'), ('pain', 'G11.561.790.444'), ('piperidines', 'D03.383.621'), ('propofol', 'D02.455.426.559.389.657.773'), ('prospective studies', 'N06.850.520.450.500.750.650'), ('video recording', 'L01.240.960')]"
"['Adult', 'Aged', 'Anesthetics, Intravenous', 'Female', 'Humans', 'Intubation, Intratracheal', 'Laryngoscopy', 'Male', 'Middle Aged', 'Pain', 'Piperidines', 'Propofol', 'Prospective Studies', 'Video Recording']","b""Using primary human papillomavirus (HPV) testing for cervical screening increases detection of high-grade cervical intraepithelial neoplastic lesions and invasive cancer (cervical intraepithelial neoplasia grade 2+ [CIN2+]) compared to cytology, but no evaluation has been conducted in a population previously offered HPV vaccination. We aimed to assess colposcopy referral and CIN2+ detection rates for HPV-screened versus cytology-screened women in Australia's HPV-vaccinated population (by 2014, resident women \xe2\x89\xa433 years had been age-eligible for HPV vaccination, with 3-dose uptake across age cohorts being about 50%-77%).""","[('adult', 'M01.060.116'), ('aged', 'M01.060.116.100.080'), ('anesthetics', 'D27.505.954.427.210.100.200'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('intubation', 'E05.497.578'), ('laryngoscopy', 'E04.580.373'), ('middle aged', 'M01.060.116.630'), ('pain', 'G11.561.790.444'), ('piperidines', 'D03.383.621'), ('propofol', 'D02.455.426.559.389.657.773'), ('prospective studies', 'N06.850.520.450.500.750.650'), ('video recording', 'L01.240.960')]"
"['Adult', 'Aged', 'Anesthetics, Intravenous', 'Female', 'Humans', 'Intubation, Intratracheal', 'Laryngoscopy', 'Male', 'Middle Aged', 'Pain', 'Piperidines', 'Propofol', 'Prospective Studies', 'Video Recording']",b'Complement may play a key role in antibody-mediated rejection. A promising therapeutic approach may be classical pathway (CP) inhibition at the level of early component C1.',"[('adult', 'M01.060.116'), ('aged', 'M01.060.116.100.080'), ('anesthetics', 'D27.505.954.427.210.100.200'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('intubation', 'E05.497.578'), ('laryngoscopy', 'E04.580.373'), ('middle aged', 'M01.060.116.630'), ('pain', 'G11.561.790.444'), ('piperidines', 'D03.383.621'), ('propofol', 'D02.455.426.559.389.657.773'), ('prospective studies', 'N06.850.520.450.500.750.650'), ('video recording', 'L01.240.960')]"
"['Adult', 'Aged', 'Anesthetics, Intravenous', 'Female', 'Humans', 'Intubation, Intratracheal', 'Laryngoscopy', 'Male', 'Middle Aged', 'Pain', 'Piperidines', 'Propofol', 'Prospective Studies', 'Video Recording']",b'Breastfeeding is an important public health concern. High cumulative doses of epidural fentanyl administered for labor analgesia have been reported to be associated with early termination of breastfeeding. We tested the hypothesis that breastfeeding success is adversely influenced by the cumulative epidural fentanyl dose administered for labor analgesia.',"[('adult', 'M01.060.116'), ('aged', 'M01.060.116.100.080'), ('anesthetics', 'D27.505.954.427.210.100.200'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('intubation', 'E05.497.578'), ('laryngoscopy', 'E04.580.373'), ('middle aged', 'M01.060.116.630'), ('pain', 'G11.561.790.444'), ('piperidines', 'D03.383.621'), ('propofol', 'D02.455.426.559.389.657.773'), ('prospective studies', 'N06.850.520.450.500.750.650'), ('video recording', 'L01.240.960')]"
"['Adult', 'Aged', 'Anesthetics, Intravenous', 'Female', 'Humans', 'Intubation, Intratracheal', 'Laryngoscopy', 'Male', 'Middle Aged', 'Pain', 'Piperidines', 'Propofol', 'Prospective Studies', 'Video Recording']","b'Most of the current anti-fungal treatments are chemical-based, fungistatic, have low efficacy in the treatment of tinea and toxicity concerns, while onychomycosis remains recalcitrant to most antifungal therapies. The study aimed to establish the fungicidal, efficacy and safety profile of Calmagen\xc2\xae dermaceutical cream and lotion containing AMYCOT\xc2\xae as a topical treatment in patients with severe to very severe presentations of fungal skin (tinea) and nail infections (onychomycosis).'","[('adult', 'M01.060.116'), ('aged', 'M01.060.116.100.080'), ('anesthetics', 'D27.505.954.427.210.100.200'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('intubation', 'E05.497.578'), ('laryngoscopy', 'E04.580.373'), ('middle aged', 'M01.060.116.630'), ('pain', 'G11.561.790.444'), ('piperidines', 'D03.383.621'), ('propofol', 'D02.455.426.559.389.657.773'), ('prospective studies', 'N06.850.520.450.500.750.650'), ('video recording', 'L01.240.960')]"
"['Adult', 'Aged', 'Anesthetics, Intravenous', 'Female', 'Humans', 'Intubation, Intratracheal', 'Laryngoscopy', 'Male', 'Middle Aged', 'Pain', 'Piperidines', 'Propofol', 'Prospective Studies', 'Video Recording']","b'The optimal duration of extended endocrine therapy beyond five years after initial aromatase inhibitor-based adjuvant therapy for postmenopausal women with hormone receptor-positive breast cancer is still unknown. Therefore, we conducted a clinical trial to compare two different extended endocrine therapy durations.'","[('adult', 'M01.060.116'), ('aged', 'M01.060.116.100.080'), ('anesthetics', 'D27.505.954.427.210.100.200'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('intubation', 'E05.497.578'), ('laryngoscopy', 'E04.580.373'), ('middle aged', 'M01.060.116.630'), ('pain', 'G11.561.790.444'), ('piperidines', 'D03.383.621'), ('propofol', 'D02.455.426.559.389.657.773'), ('prospective studies', 'N06.850.520.450.500.750.650'), ('video recording', 'L01.240.960')]"
"['Adult', 'Aged', 'Anesthetics, Intravenous', 'Female', 'Humans', 'Intubation, Intratracheal', 'Laryngoscopy', 'Male', 'Middle Aged', 'Pain', 'Piperidines', 'Propofol', 'Prospective Studies', 'Video Recording']",b'Observational studies suggest that diet may influence pancreatic cancer risk. We investigated the effect of a low-fat dietary intervention on pancreatic cancer incidence.',"[('adult', 'M01.060.116'), ('aged', 'M01.060.116.100.080'), ('anesthetics', 'D27.505.954.427.210.100.200'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('intubation', 'E05.497.578'), ('laryngoscopy', 'E04.580.373'), ('middle aged', 'M01.060.116.630'), ('pain', 'G11.561.790.444'), ('piperidines', 'D03.383.621'), ('propofol', 'D02.455.426.559.389.657.773'), ('prospective studies', 'N06.850.520.450.500.750.650'), ('video recording', 'L01.240.960')]"
"['Adult', 'Aged', 'Aged, 80 and over', 'Attitude to Health', 'Colorectal Neoplasms', 'Female', 'Follow-Up Studies', 'Humans', 'Male', 'Middle Aged', 'Models, Psychological']",b'The aim of the study was to evaluate psychological effects of the state-of-art intensified follow-up protocol for colorectal cancer patients in the CEAwatch trial.',"[('adult', 'M01.060.116'), ('aged', 'M01.060.116.100.080'), ('aged', 'M01.060.116.100.080'), ('attitude to health', 'N05.300.150'), ('colorectal neoplasms', 'C18.452.284.255'), ('follow-up studies', 'N06.850.520.450.500.750.350'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('middle aged', 'M01.060.116.630'), ('models', 'N06.850.520.830.500.600.500')]"
"['Adult', 'Aged', 'Aged, 80 and over', 'Attitude to Health', 'Colorectal Neoplasms', 'Female', 'Follow-Up Studies', 'Humans', 'Male', 'Middle Aged', 'Models, Psychological']","b'Acute exposure to light within the blue wavelengths has been shown to enhance alertness and vigilance, and lead to improved speed on reaction time tasks, possibly due to activation of the noradrenergic system. It remains unclear, however, whether the effects of blue light extend beyond simple alertness processes to also enhance other aspects of cognition, such as memory performance. The aim of this study was to investigate the effects of a thirty minute pulse of blue light versus placebo (amber light) exposure in healthy normally rested individuals in the morning during verbal memory consolidation (i.e., 1.5 hours after memory acquisition) using an abbreviated version of the California Verbal Learning Test (CVLT-II). At delayed recall, individuals who received blue light (n = 12) during the consolidation period showed significantly better long-delay verbal recall than individuals who received amber light exposure (n = 18), while controlling for the effects of general intelligence, depressive symptoms and habitual wake time. These findings extend previous work demonstrating the effect of blue light on brain activation and alertness to further demonstrate its effectiveness at facilitating better memory consolidation and subsequent retention of verbal material. Although preliminary, these findings point to a potential application of blue wavelength light to optimize memory performance in healthy populations. It remains to be determined whether blue light exposure may also enhance performance in clinical populations with memory deficits.'","[('adult', 'M01.060.116'), ('aged', 'M01.060.116.100.080'), ('aged', 'M01.060.116.100.080'), ('attitude to health', 'N05.300.150'), ('colorectal neoplasms', 'C18.452.284.255'), ('follow-up studies', 'N06.850.520.450.500.750.350'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('middle aged', 'M01.060.116.630'), ('models', 'N06.850.520.830.500.600.500')]"
"['Adult', 'Aged', 'Aged, 80 and over', 'Attitude to Health', 'Colorectal Neoplasms', 'Female', 'Follow-Up Studies', 'Humans', 'Male', 'Middle Aged', 'Models, Psychological']","b'This study aimed to assess analgesia provided by acupuncture, alone or in combination with pharmacotherapy, to patients presenting to emergency departments with acute low back pain, migraine or ankle sprain.'","[('adult', 'M01.060.116'), ('aged', 'M01.060.116.100.080'), ('aged', 'M01.060.116.100.080'), ('attitude to health', 'N05.300.150'), ('colorectal neoplasms', 'C18.452.284.255'), ('follow-up studies', 'N06.850.520.450.500.750.350'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('middle aged', 'M01.060.116.630'), ('models', 'N06.850.520.830.500.600.500')]"
"['Adult', 'Aged', 'Aged, 80 and over', 'Attitude to Health', 'Colorectal Neoplasms', 'Female', 'Follow-Up Studies', 'Humans', 'Male', 'Middle Aged', 'Models, Psychological']","b'The benefit of mechanical thrombectomy added to intravenous thrombolysis (IVT) in patients with acute ischemic stroke has been largely demonstrated. However, evidence of the economic incentive of this strategy is still limited, especially in the context of a randomized controlled trial. We aimed to analyze whether mechanical thrombectomy combined with IVT (IVMT) is cost-effective when compared with IVT alone.'","[('adult', 'M01.060.116'), ('aged', 'M01.060.116.100.080'), ('aged', 'M01.060.116.100.080'), ('attitude to health', 'N05.300.150'), ('colorectal neoplasms', 'C18.452.284.255'), ('follow-up studies', 'N06.850.520.450.500.750.350'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('middle aged', 'M01.060.116.630'), ('models', 'N06.850.520.830.500.600.500')]"
"['Adult', 'Aged', 'Aged, 80 and over', 'Attitude to Health', 'Colorectal Neoplasms', 'Female', 'Follow-Up Studies', 'Humans', 'Male', 'Middle Aged', 'Models, Psychological']",b'The optimal operative strategy in patients with severe carotid artery disease undergoing coronary artery bypass grafting (CABG) is unknown. We sought to investigate the safety and efficacy of synchronous combined carotid endarterectomy and CABG as compared with isolated CABG.',"[('adult', 'M01.060.116'), ('aged', 'M01.060.116.100.080'), ('aged', 'M01.060.116.100.080'), ('attitude to health', 'N05.300.150'), ('colorectal neoplasms', 'C18.452.284.255'), ('follow-up studies', 'N06.850.520.450.500.750.350'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('middle aged', 'M01.060.116.630'), ('models', 'N06.850.520.830.500.600.500')]"
"['Adult', 'Aged', 'Aged, 80 and over', 'Attitude to Health', 'Colorectal Neoplasms', 'Female', 'Follow-Up Studies', 'Humans', 'Male', 'Middle Aged', 'Models, Psychological']","b'Impaired glucose control in very preterm infants is associated with increased morbidity, mortality, and poor neurologic outcome. Strategies based on insulin titration have been unsuccessful in achieving euglycemia in absence of an increase in hypoglycemia and mortality. We sought to assess whether glucose administration guided by continuous glucose monitoring (CGM) is more effective than standard of care blood glucose monitoring in maintaining euglycemia in very preterm infants.'","[('adult', 'M01.060.116'), ('aged', 'M01.060.116.100.080'), ('aged', 'M01.060.116.100.080'), ('attitude to health', 'N05.300.150'), ('colorectal neoplasms', 'C18.452.284.255'), ('follow-up studies', 'N06.850.520.450.500.750.350'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('middle aged', 'M01.060.116.630'), ('models', 'N06.850.520.830.500.600.500')]"
"['Adult', 'Aged', 'Aged, 80 and over', 'Attitude to Health', 'Colorectal Neoplasms', 'Female', 'Follow-Up Studies', 'Humans', 'Male', 'Middle Aged', 'Models, Psychological']",b'To characterize the reversibility of natalizumab-mediated changes in pharmacokinetics/pharmacodynamics in patients with multiple sclerosis (MS) following therapy interruption.',"[('adult', 'M01.060.116'), ('aged', 'M01.060.116.100.080'), ('aged', 'M01.060.116.100.080'), ('attitude to health', 'N05.300.150'), ('colorectal neoplasms', 'C18.452.284.255'), ('follow-up studies', 'N06.850.520.450.500.750.350'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('middle aged', 'M01.060.116.630'), ('models', 'N06.850.520.830.500.600.500')]"
"['Adult', 'Aged', 'Aged, 80 and over', 'Attitude to Health', 'Colorectal Neoplasms', 'Female', 'Follow-Up Studies', 'Humans', 'Male', 'Middle Aged', 'Models, Psychological']",b'We aimed to compare a combined oral contraceptive (COC) plus the antiandrogen spironolactone with the insulin sensitizer metformin in women with polycystic ovary syndrome (PCOS).',"[('adult', 'M01.060.116'), ('aged', 'M01.060.116.100.080'), ('aged', 'M01.060.116.100.080'), ('attitude to health', 'N05.300.150'), ('colorectal neoplasms', 'C18.452.284.255'), ('follow-up studies', 'N06.850.520.450.500.750.350'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('middle aged', 'M01.060.116.630'), ('models', 'N06.850.520.830.500.600.500')]"
"['Adult', 'Aged', 'Aged, 80 and over', 'Attitude to Health', 'Colorectal Neoplasms', 'Female', 'Follow-Up Studies', 'Humans', 'Male', 'Middle Aged', 'Models, Psychological']","b'To evaluate the efficacy and safety of dienogest (DNG), a progestational 19-norsteroid, in patients with symptomatic adenomyosis.'","[('adult', 'M01.060.116'), ('aged', 'M01.060.116.100.080'), ('aged', 'M01.060.116.100.080'), ('attitude to health', 'N05.300.150'), ('colorectal neoplasms', 'C18.452.284.255'), ('follow-up studies', 'N06.850.520.450.500.750.350'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('middle aged', 'M01.060.116.630'), ('models', 'N06.850.520.830.500.600.500')]"
"['Adult', 'Aged', 'Aged, 80 and over', 'Attitude to Health', 'Colorectal Neoplasms', 'Female', 'Follow-Up Studies', 'Humans', 'Male', 'Middle Aged', 'Models, Psychological']",b'Gasping is a natural reflex that enhances oxygenation and circulation during cardiopulmonary resuscitation (CPR).',"[('adult', 'M01.060.116'), ('aged', 'M01.060.116.100.080'), ('aged', 'M01.060.116.100.080'), ('attitude to health', 'N05.300.150'), ('colorectal neoplasms', 'C18.452.284.255'), ('follow-up studies', 'N06.850.520.450.500.750.350'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('middle aged', 'M01.060.116.630'), ('models', 'N06.850.520.830.500.600.500')]"
